Year,Province,Species Group,Species,Quantity (kgs),Value (CAD)
1994,Nova Scotia,Grand total,Grand total,"340,192,421","502,884,692"
1994,Prince Edward Island,Shellfish,Clams / quahaug,"1,483,407","2,372,422"
1994,Prince Edward Island,Shellfish,"Crab, Other","1,925,621","893,445"
1994,Prince Edward Island,Shellfish,"Crab, Queen","1,077,964","5,021,192"
1994,Prince Edward Island,Shellfish,Lobster,"8,572,356","65,422,995"
1994,Prince Edward Island,Shellfish,Other shellfish,"2,046,049","3,277,673"
1994,Prince Edward Island,Shellfish,Scallop,"1,386,786","3,026,318"
1994,Prince Edward Island,Shellfish,Sea cucumber,0,0
1994,Prince Edward Island,Shellfish,Sea urchin,0,0
1994,Prince Edward Island,Shellfish,Shrimp,0,0
1994,Prince Edward Island,Shellfish,Total shellfish,"16,492,183","80,014,045"
1994,Prince Edward Island,Pelagics,Alewife,"115,082","36,149"
1994,Prince Edward Island,Pelagics,Capelin,0,0
1994,Prince Edward Island,Pelagics,Eel,"46,154","220,056"
1994,Prince Edward Island,Pelagics,Elvers,0,0
1994,Prince Edward Island,Pelagics,Herring,"8,908,579","1,384,929"
1994,Prince Edward Island,Pelagics,Mackerel,"4,501,142","1,796,785"
1994,Prince Edward Island,Pelagics,Other pelagic/finfish,"255,837","373,750"
1994,Prince Edward Island,Pelagics,Salmon,0,0
1994,Prince Edward Island,Pelagics,Shark,"2,491","2,218"
1994,Prince Edward Island,Pelagics,Silversides,"543,170","207,621"
1994,Prince Edward Island,Pelagics,Swordfish,0,0
1994,Prince Edward Island,Pelagics,Total pelagics,"14,377,147","4,096,350"
1994,Prince Edward Island,Pelagics,Tuna,"4,692","74,842"
1994,Prince Edward Island,Other,Marine plants,"8,505,816","1,503,580"
1994,Prince Edward Island,Other,Miscellaneous,0,0
1994,Prince Edward Island,Other,Total other,"8,505,816","1,503,580"
1994,Prince Edward Island,Groundfish,Cod,"474,559","408,277"
1994,Prince Edward Island,Groundfish,Flatfishes,"794,426","617,315"
1994,Prince Edward Island,Groundfish,Greenland turbot,0,0
1994,Prince Edward Island,Groundfish,Haddock,0,0
1994,Prince Edward Island,Groundfish,Hake,"266,612","177,390"
1994,Prince Edward Island,Groundfish,Halibut,16,84
1994,Prince Edward Island,Groundfish,Other groundfish,"852,568","205,912"
1994,Prince Edward Island,Groundfish,Pollock,107,69
1994,Prince Edward Island,Groundfish,Redfish spp.,24,10
1994,Prince Edward Island,Groundfish,Skate,"13,863","5,154"
1994,Prince Edward Island,Groundfish,Total groundfish,"2,402,175","1,414,211"
1994,Prince Edward Island,Grand total,Grand total,"41,777,321","87,028,185"
1994,Quebec,Shellfish,Clams / quahaug,"916,465","766,461"
1994,Quebec,Shellfish,"Crab, Other","105,554","34,910"
1994,Quebec,Shellfish,"Crab, Queen","14,659,879","72,452,164"
1994,Quebec,Shellfish,Lobster,"3,151,494","25,491,341"
1994,Quebec,Shellfish,Other shellfish,"570,530","307,838"
1994,Quebec,Shellfish,Scallop,"2,453,089","4,424,344"
1994,Quebec,Shellfish,Sea cucumber,0,0
1994,Quebec,Shellfish,Sea urchin,"13,608","18,000"
1994,Quebec,Shellfish,Shrimp,"10,357,336","14,318,895"
1994,Quebec,Shellfish,Total shellfish,"32,227,955","117,813,953"
1994,Quebec,Pelagics,Alewife,0,0
1994,Quebec,Pelagics,Capelin,"327,359","44,092"
1994,Quebec,Pelagics,Eel,"250,641","1,283,771"
1994,Quebec,Pelagics,Elvers,0,0
1994,Quebec,Pelagics,Herring,"5,448,470","1,194,319"
1994,Quebec,Pelagics,Mackerel,"3,545,850","1,021,534"
1994,Quebec,Pelagics,Other pelagic/finfish,"362,357","576,529"
1994,Quebec,Pelagics,Salmon,"43,063","204,409"
1994,Quebec,Pelagics,Shark,"4,448","4,497"
1994,Quebec,Pelagics,Silversides,0,0
1994,Quebec,Pelagics,Swordfish,0,0
1994,Quebec,Pelagics,Total pelagics,"9,982,188","4,329,151"
1994,Quebec,Pelagics,Tuna,0,0
1994,Quebec,Other,Marine plants,440,553
1994,Quebec,Other,Miscellaneous,301,782
1994,Quebec,Other,Total other,741,"1,335"
1994,Quebec,Groundfish,Cod,"364,238","387,400"
1994,Quebec,Groundfish,Flatfishes,"376,128","323,411"
1994,Quebec,Groundfish,Greenland turbot,"3,151,963","4,880,894"
1994,Quebec,Groundfish,Haddock,32,23
1994,Quebec,Groundfish,Hake,"120,412","71,318"
1994,Quebec,Groundfish,Halibut,"160,807","878,075"
1994,Quebec,Groundfish,Other groundfish,"162,627","85,611"
1994,Quebec,Groundfish,Pollock,"12,195","3,248"
1994,Quebec,Groundfish,Redfish spp.,"4,672,580","1,245,338"
1994,Quebec,Groundfish,Skate,"14,771","6,098"
1994,Quebec,Groundfish,Total groundfish,"9,035,753","7,881,416"
1994,Quebec,Grand total,Grand total,"51,246,637","130,025,856"
1995,Atlantic,Shellfish,Clams / quahaug,"30,548,406","37,185,636"
1995,Atlantic,Shellfish,"Crab, Other","7,917,164","6,732,728"
1995,Atlantic,Shellfish,"Crab, Queen","65,344,228","431,022,708"
1995,Atlantic,Shellfish,Lobster,"41,254,853","419,548,403"
1995,Atlantic,Shellfish,Other shellfish,"5,233,756","6,553,615"
1995,Atlantic,Shellfish,Scallop,"68,700,671","103,381,849"
1995,Atlantic,Shellfish,Sea cucumber,945,"2,123"
1995,Atlantic,Shellfish,Sea urchin,"3,166,841","7,520,367"
1995,Atlantic,Shellfish,Shrimp,"54,581,548","136,483,375"
1995,Atlantic,Shellfish,Total shellfish,"276,748,412","1,148,430,804"
1995,Atlantic,Pelagics,Alewife,"5,402,261","1,254,266"
1995,Atlantic,Pelagics,Capelin,"297,432","69,300"
1995,Atlantic,Pelagics,Eel,"534,729","3,926,079"
1995,Atlantic,Pelagics,Elvers,0,0
1995,Atlantic,Pelagics,Herring,"193,702,713","34,064,006"
1995,Atlantic,Pelagics,Mackerel,"18,311,734","6,875,819"
1995,Atlantic,Pelagics,Other pelagic/finfish,"1,823,654","2,221,482"
1995,Atlantic,Pelagics,Salmon,"102,377","587,153"
1995,Atlantic,Pelagics,Shark,"1,687,431","3,417,183"
1995,Atlantic,Pelagics,Silversides,"222,737","72,134"
1995,Atlantic,Pelagics,Swordfish,"1,610,266","13,603,258"
1995,Atlantic,Pelagics,Total pelagics,"224,611,370","83,091,224"
1995,Atlantic,Pelagics,Tuna,"916,036","17,000,545"
1995,Atlantic,Other,Marine plants,"26,673,526","3,108,882"
1995,Atlantic,Other,Miscellaneous,"1,193,321","1,341,680"
1995,Atlantic,Other,Total other,"27,866,847","4,450,562"
1995,Atlantic,Groundfish,Cod,"12,512,155","18,143,235"
1995,Atlantic,Groundfish,Flatfishes,"10,831,827","15,007,169"
1995,Atlantic,Groundfish,Greenland turbot,"11,338,766","18,322,940"
1995,Atlantic,Groundfish,Haddock,"7,932,608","15,039,175"
1995,Atlantic,Groundfish,Hake,"21,580,047","14,954,824"
1995,Atlantic,Groundfish,Halibut,"894,898","6,599,973"
1995,Atlantic,Groundfish,Other groundfish,"7,856,115","13,259,419"
1995,Atlantic,Groundfish,Pollock,"10,221,685","9,312,484"
1995,Atlantic,Groundfish,Redfish spp.,"17,954,925","8,103,772"
1995,Atlantic,Groundfish,Skate,"6,249,136","2,518,993"
1995,Atlantic,Groundfish,Total groundfish,"107,372,162","121,261,984"
1995,Atlantic,Grand total,Grand total,"636,598,791","1,357,234,573"
1995,British Columbia,Shellfish,Clams / quahaug,"3,784,746","46,721,633"
1995,British Columbia,Shellfish,"Crab, Other","4,746,650","24,283,319"
1995,British Columbia,Shellfish,"Crab, Queen",0,0
1995,British Columbia,Shellfish,Lobster,0,0
1995,British Columbia,Shellfish,Other shellfish,"1,342,085","1,852,537"
1995,British Columbia,Shellfish,Scallop,"96,070","478,142"
1995,British Columbia,Shellfish,Sea cucumber,0,0
1995,British Columbia,Shellfish,Sea urchin,"6,666,445","12,623,519"
1995,British Columbia,Shellfish,Shrimp,"8,557,089","32,512,882"
1995,British Columbia,Shellfish,Total shellfish,"25,193,085","118,472,032"
1995,British Columbia,Pelagics,Alewife,0,0
1995,British Columbia,Pelagics,Capelin,0,0
1995,British Columbia,Pelagics,Eel,0,0
1995,British Columbia,Pelagics,Elvers,0,0
1995,British Columbia,Pelagics,Herring,"26,775,877","71,183,564"
1995,British Columbia,Pelagics,Mackerel,"56,084","11,191"
1995,British Columbia,Pelagics,Other pelagic/finfish,"83,867","159,587"
1995,British Columbia,Pelagics,Salmon,"48,793,277","85,697,401"
1995,British Columbia,Pelagics,Shark,0,0
1995,British Columbia,Pelagics,Silversides,0,0
1995,British Columbia,Pelagics,Swordfish,0,0
1995,British Columbia,Pelagics,Total pelagics,"76,501,365","158,722,483"
1995,British Columbia,Pelagics,Tuna,"792,260","1,670,740"
1995,British Columbia,Other,Marine plants,0,0
1995,British Columbia,Other,Miscellaneous,"291,818","22,531,640"
1995,British Columbia,Other,Total other,"291,818","22,531,640"
1995,British Columbia,Groundfish,Cod,"2,172,465","2,179,145"
1995,British Columbia,Groundfish,Flatfishes,"8,038,203","8,058,195"
1995,British Columbia,Groundfish,Greenland turbot,"2,730,036","639,685"
1995,British Columbia,Groundfish,Haddock,0,0
1995,British Columbia,Groundfish,Hake,"59,318,812","9,103,412"
1995,British Columbia,Groundfish,Halibut,"5,213,869","34,105,871"
1995,British Columbia,Groundfish,Other groundfish,"11,108,839","38,010,366"
1995,British Columbia,Groundfish,Pollock,"3,294,607","1,368,042"
1995,British Columbia,Groundfish,Redfish spp.,"21,668,951","25,117,375"
1995,British Columbia,Groundfish,Skate,"982,008","239,486"
1995,British Columbia,Groundfish,Total groundfish,"114,527,790","118,821,577"
1995,British Columbia,Grand total,Grand total,"216,514,058","418,547,732"
1995,Canada,Shellfish,Clams / quahaug,"34,333,152","83,907,269"
1995,Canada,Shellfish,"Crab, Other","12,663,814","31,016,047"
1995,Canada,Shellfish,"Crab, Queen","65,344,228","431,022,708"
1995,Canada,Shellfish,Lobster,"41,254,853","419,548,403"
1995,Canada,Shellfish,Other shellfish,"6,575,841","8,406,152"
1995,Canada,Shellfish,Scallop,"68,796,741","103,859,991"
1995,Canada,Shellfish,Sea cucumber,945,"2,123"
1995,Canada,Shellfish,Sea urchin,"9,833,286","20,143,886"
1995,Canada,Shellfish,Shrimp,"63,138,637","168,996,257"
1995,Canada,Shellfish,Total shellfish,"301,941,497","1,266,902,836"
1995,Canada,Pelagics,Alewife,"5,402,261","1,254,266"
1995,Canada,Pelagics,Capelin,"297,432","69,300"
1995,Canada,Pelagics,Eel,"534,729","3,926,079"
1995,Canada,Pelagics,Elvers,0,0
1995,Canada,Pelagics,Herring,"220,478,590","105,247,570"
1995,Canada,Pelagics,Mackerel,"18,367,818","6,887,010"
1995,Canada,Pelagics,Other pelagic/finfish,"1,907,521","2,381,070"
1995,Canada,Pelagics,Salmon,"48,895,654","86,284,554"
1995,Canada,Pelagics,Shark,"1,687,431","3,417,183"
1995,Canada,Pelagics,Silversides,"222,737","72,134"
1995,Canada,Pelagics,Swordfish,"1,610,266","13,603,258"
1995,Canada,Pelagics,Total pelagics,"301,112,735","241,813,707"
1995,Canada,Pelagics,Tuna,"1,708,296","18,671,285"
1995,Canada,Other,Marine plants,"26,673,526","3,108,882"
1995,Canada,Other,Miscellaneous,"1,485,139","23,873,320"
1995,Canada,Other,Total other,"28,158,665","26,982,202"
1995,Canada,Groundfish,Cod,"14,684,620","20,322,380"
1995,Canada,Groundfish,Flatfishes,"18,870,030","23,065,364"
1995,Canada,Groundfish,Greenland turbot,"14,068,802","18,962,625"
1995,Canada,Groundfish,Haddock,"7,932,608","15,039,175"
1995,Canada,Groundfish,Hake,"80,898,859","24,058,236"
1995,Canada,Groundfish,Halibut,"6,108,767","40,705,844"
1995,Canada,Groundfish,Other groundfish,"18,964,954","51,269,785"
1995,Canada,Groundfish,Pollock,"13,516,292","10,680,526"
1995,Canada,Groundfish,Redfish spp.,"39,623,876","33,221,147"
1995,Canada,Groundfish,Skate,"7,231,144","2,758,479"
1995,Canada,Groundfish,Total groundfish,"221,899,952","240,083,561"
1995,Canada,Grand total,Grand total,"853,112,849","1,775,782,305"
1995,New Brunswick,Shellfish,Clams / quahaug,"2,105,198","4,046,419"
1995,New Brunswick,Shellfish,"Crab, Other","1,811,804","1,152,062"
1995,New Brunswick,Shellfish,"Crab, Queen","11,721,609","93,693,527"
1995,New Brunswick,Shellfish,Lobster,"7,743,926","69,179,306"
1995,New Brunswick,Shellfish,Other shellfish,"950,028","1,683,407"
1995,New Brunswick,Shellfish,Scallop,"4,008,065","8,205,705"
1995,New Brunswick,Shellfish,Sea cucumber,0,0
1995,New Brunswick,Shellfish,Sea urchin,"1,620,701","3,124,523"
1995,New Brunswick,Shellfish,Shrimp,"3,381,092","4,762,882"
1995,New Brunswick,Shellfish,Total shellfish,"33,342,423","185,847,831"
1995,New Brunswick,Pelagics,Alewife,"3,407,837","538,126"
1995,New Brunswick,Pelagics,Capelin,0,0
1995,New Brunswick,Pelagics,Eel,"76,809","520,581"
1995,New Brunswick,Pelagics,Elvers,0,0
1995,New Brunswick,Pelagics,Herring,"89,912,646","16,786,433"
1995,New Brunswick,Pelagics,Mackerel,"2,206,506","807,377"
1995,New Brunswick,Pelagics,Other pelagic/finfish,"811,881","1,018,534"
1995,New Brunswick,Pelagics,Salmon,0,0
1995,New Brunswick,Pelagics,Shark,"3,881","6,446"
1995,New Brunswick,Pelagics,Silversides,0,0
1995,New Brunswick,Pelagics,Swordfish,0,0
1995,New Brunswick,Pelagics,Total pelagics,"96,419,560","19,677,498"
1995,New Brunswick,Pelagics,Tuna,0,0
1995,New Brunswick,Other,Marine plants,"1,256,597","344,081"
1995,New Brunswick,Other,Miscellaneous,0,0
1995,New Brunswick,Other,Total other,"1,256,597","344,081"
1995,New Brunswick,Groundfish,Cod,"650,321","821,388"
1995,New Brunswick,Groundfish,Flatfishes,"480,794","547,343"
1995,New Brunswick,Groundfish,Greenland turbot,"17,736","24,801"
1995,New Brunswick,Groundfish,Haddock,"17,684","42,958"
1995,New Brunswick,Groundfish,Hake,"39,579","50,353"
1995,New Brunswick,Groundfish,Halibut,"1,666","11,028"
1995,New Brunswick,Groundfish,Other groundfish,"105,916","48,103"
1995,New Brunswick,Groundfish,Pollock,"237,331","334,230"
1995,New Brunswick,Groundfish,Redfish spp.,"10,822","2,960"
1995,New Brunswick,Groundfish,Skate,"1,493",823
1995,New Brunswick,Groundfish,Total groundfish,"1,563,342","1,883,987"
1995,New Brunswick,Grand total,Grand total,"132,581,922","207,753,398"
1995,Newfoundland and Labrador,Shellfish,Clams / quahaug,"16,121,132","18,941,869"
1995,Newfoundland and Labrador,Shellfish,"Crab, Other","1,176,918","1,230,870"
1995,Newfoundland and Labrador,Shellfish,"Crab, Queen","32,343,400","176,217,808"
1995,Newfoundland and Labrador,Shellfish,Lobster,"2,544,363","24,600,714"
1995,Newfoundland and Labrador,Shellfish,Other shellfish,"213,799","97,988"
1995,Newfoundland and Labrador,Shellfish,Scallop,"10,368,843","14,278,137"
1995,Newfoundland and Labrador,Shellfish,Sea cucumber,11,5
1995,Newfoundland and Labrador,Shellfish,Sea urchin,"282,984","340,426"
1995,Newfoundland and Labrador,Shellfish,Shrimp,"29,156,749","79,283,237"
1995,Newfoundland and Labrador,Shellfish,Total shellfish,"92,208,199","314,991,054"
1995,Newfoundland and Labrador,Pelagics,Alewife,0,0
1995,Newfoundland and Labrador,Pelagics,Capelin,"160,329","52,166"
1995,Newfoundland and Labrador,Pelagics,Eel,"86,810","431,119"
1995,Newfoundland and Labrador,Pelagics,Elvers,0,0
1995,Newfoundland and Labrador,Pelagics,Herring,"21,393,951","3,361,987"
1995,Newfoundland and Labrador,Pelagics,Mackerel,"2,973,894","653,201"
1995,Newfoundland and Labrador,Pelagics,Other pelagic/finfish,"133,933","112,517"
1995,Newfoundland and Labrador,Pelagics,Salmon,"60,588","351,398"
1995,Newfoundland and Labrador,Pelagics,Shark,"117,454","270,943"
1995,Newfoundland and Labrador,Pelagics,Silversides,0,0
1995,Newfoundland and Labrador,Pelagics,Swordfish,"68,325","584,545"
1995,Newfoundland and Labrador,Pelagics,Total pelagics,"25,006,500","5,963,667"
1995,Newfoundland and Labrador,Pelagics,Tuna,"11,216","145,791"
1995,Newfoundland and Labrador,Other,Marine plants,0,0
1995,Newfoundland and Labrador,Other,Miscellaneous,"1,170,031","659,567"
1995,Newfoundland and Labrador,Other,Total other,"1,170,031","659,567"
1995,Newfoundland and Labrador,Groundfish,Cod,"934,140","916,849"
1995,Newfoundland and Labrador,Groundfish,Flatfishes,"1,774,850","1,354,383"
1995,Newfoundland and Labrador,Groundfish,Greenland turbot,"7,636,094","11,696,182"
1995,Newfoundland and Labrador,Groundfish,Haddock,"74,122","91,548"
1995,Newfoundland and Labrador,Groundfish,Hake,"593,781","583,014"
1995,Newfoundland and Labrador,Groundfish,Halibut,"132,651","767,195"
1995,Newfoundland and Labrador,Groundfish,Other groundfish,"1,809,635","8,466,034"
1995,Newfoundland and Labrador,Groundfish,Pollock,"351,271","291,533"
1995,Newfoundland and Labrador,Groundfish,Redfish spp.,"5,647,040","1,955,613"
1995,Newfoundland and Labrador,Groundfish,Skate,"4,419,276","1,578,128"
1995,Newfoundland and Labrador,Groundfish,Total groundfish,"23,372,860","27,700,479"
1995,Newfoundland and Labrador,Grand total,Grand total,"141,757,590","349,314,767"
1995,Nova Scotia,Shellfish,Clams / quahaug,"9,799,718","10,407,530"
1995,Nova Scotia,Shellfish,"Crab, Other","1,815,020","2,538,508"
1995,Nova Scotia,Shellfish,"Crab, Queen","4,801,689","38,784,055"
1995,Nova Scotia,Shellfish,Lobster,"18,951,892","210,762,265"
1995,Nova Scotia,Shellfish,Other shellfish,"1,477,434","973,201"
1995,Nova Scotia,Shellfish,Scallop,"50,397,325","74,158,200"
1995,Nova Scotia,Shellfish,Sea cucumber,934,"2,118"
1995,Nova Scotia,Shellfish,Sea urchin,"1,141,424","3,822,230"
1995,Nova Scotia,Shellfish,Shrimp,"11,973,566","35,190,107"
1995,Nova Scotia,Shellfish,Total shellfish,"100,359,002","376,638,215"
1995,Nova Scotia,Pelagics,Alewife,"1,935,687","697,069"
1995,Nova Scotia,Pelagics,Capelin,0,0
1995,Nova Scotia,Pelagics,Eel,"134,543","1,440,419"
1995,Nova Scotia,Pelagics,Elvers,0,0
1995,Nova Scotia,Pelagics,Herring,"64,046,451","10,457,095"
1995,Nova Scotia,Pelagics,Mackerel,"6,699,317","2,942,146"
1995,Nova Scotia,Pelagics,Other pelagic/finfish,"419,939","345,239"
1995,Nova Scotia,Pelagics,Salmon,0,0
1995,Nova Scotia,Pelagics,Shark,"1,563,760","3,137,564"
1995,Nova Scotia,Pelagics,Silversides,46,26
1995,Nova Scotia,Pelagics,Swordfish,"1,541,941","13,018,713"
1995,Nova Scotia,Pelagics,Total pelagics,"77,219,437","48,331,835"
1995,Nova Scotia,Pelagics,Tuna,"877,753","16,293,565"
1995,Nova Scotia,Other,Marine plants,"15,768,110","1,037,238"
1995,Nova Scotia,Other,Miscellaneous,19,"661,505"
1995,Nova Scotia,Other,Total other,"15,768,129","1,698,744"
1995,Nova Scotia,Groundfish,Cod,"10,329,750","15,653,693"
1995,Nova Scotia,Groundfish,Flatfishes,"7,318,619","11,978,640"
1995,Nova Scotia,Groundfish,Greenland turbot,"1,596,396","3,037,962"
1995,Nova Scotia,Groundfish,Haddock,"7,840,696","14,904,563"
1995,Nova Scotia,Groundfish,Hake,"20,915,233","14,300,949"
1995,Nova Scotia,Groundfish,Halibut,"674,962","5,269,585"
1995,Nova Scotia,Groundfish,Other groundfish,"5,359,608","4,583,820"
1995,Nova Scotia,Groundfish,Pollock,"9,632,899","8,686,602"
1995,Nova Scotia,Groundfish,Redfish spp.,"12,282,040","6,138,016"
1995,Nova Scotia,Groundfish,Skate,"1,796,848","930,253"
1995,Nova Scotia,Groundfish,Total groundfish,"77,747,051","85,484,083"
1995,Nova Scotia,Grand total,Grand total,"271,093,619","512,152,876"
1995,Prince Edward Island,Shellfish,Clams / quahaug,"1,146,257","2,044,321"
1995,Prince Edward Island,Shellfish,"Crab, Other","2,274,922","1,374,483"
1995,Prince Edward Island,Shellfish,"Crab, Queen","1,760,281","14,342,906"
1995,Prince Edward Island,Shellfish,Lobster,"8,603,466","79,656,425"
1995,Prince Edward Island,Shellfish,Other shellfish,"1,626,574","3,097,521"
1995,Prince Edward Island,Shellfish,Scallop,"1,429,066","2,795,478"
1995,Prince Edward Island,Shellfish,Sea cucumber,0,0
1995,Prince Edward Island,Shellfish,Sea urchin,33,0
1995,Prince Edward Island,Shellfish,Shrimp,0,0
1995,Prince Edward Island,Shellfish,Total shellfish,"16,840,599","103,311,134"
1995,Prince Edward Island,Pelagics,Alewife,"58,737","19,070"
1995,Prince Edward Island,Pelagics,Capelin,0,0
1995,Prince Edward Island,Pelagics,Eel,"34,564","202,556"
1995,Prince Edward Island,Pelagics,Elvers,0,0
1995,Prince Edward Island,Pelagics,Herring,"11,923,919","2,157,008"
1995,Prince Edward Island,Pelagics,Mackerel,"3,049,730","1,431,452"
1995,Prince Edward Island,Pelagics,Other pelagic/finfish,"289,221","380,074"
1995,Prince Edward Island,Pelagics,Salmon,0,0
1995,Prince Edward Island,Pelagics,Shark,"1,052",982
1995,Prince Edward Island,Pelagics,Silversides,"222,691","72,108"
1995,Prince Edward Island,Pelagics,Swordfish,0,0
1995,Prince Edward Island,Pelagics,Total pelagics,"15,606,981","4,824,439"
1995,Prince Edward Island,Pelagics,Tuna,"27,067","561,189"
1995,Prince Edward Island,Other,Marine plants,"9,648,819","1,727,562"
1995,Prince Edward Island,Other,Miscellaneous,0,0
1995,Prince Edward Island,Other,Total other,"9,648,819","1,727,562"
1995,Prince Edward Island,Groundfish,Cod,"109,766","95,530"
1995,Prince Edward Island,Groundfish,Flatfishes,"713,509","660,787"
1995,Prince Edward Island,Groundfish,Greenland turbot,0,0
1995,Prince Edward Island,Groundfish,Haddock,1,2
1995,Prince Edward Island,Groundfish,Hake,"22,007","14,889"
1995,Prince Edward Island,Groundfish,Halibut,92,683
1995,Prince Edward Island,Groundfish,Other groundfish,"424,083","96,030"
1995,Prince Edward Island,Groundfish,Pollock,0,0
1995,Prince Edward Island,Groundfish,Redfish spp.,0,0
1995,Prince Edward Island,Groundfish,Skate,"27,482","7,793"
1995,Prince Edward Island,Groundfish,Total groundfish,"1,296,940","875,713"
1995,Prince Edward Island,Grand total,Grand total,"43,393,339","110,738,849"
1995,Quebec,Shellfish,Clams / quahaug,"1,376,101","1,745,498"
1995,Quebec,Shellfish,"Crab, Other","838,500","436,805"
1995,Quebec,Shellfish,"Crab, Queen","14,717,249","107,984,412"
1995,Quebec,Shellfish,Lobster,"3,411,206","35,349,692"
1995,Quebec,Shellfish,Other shellfish,"965,921","701,498"
1995,Quebec,Shellfish,Scallop,"2,497,372","3,944,329"
1995,Quebec,Shellfish,Sea cucumber,0,0
1995,Quebec,Shellfish,Sea urchin,"121,699","233,188"
1995,Quebec,Shellfish,Shrimp,"10,070,141","17,247,148"
1995,Quebec,Shellfish,Total shellfish,"33,998,189","167,642,570"
1995,Quebec,Pelagics,Alewife,0,0
1995,Quebec,Pelagics,Capelin,"137,103","17,134"
1995,Quebec,Pelagics,Eel,"202,003","1,331,403"
1995,Quebec,Pelagics,Elvers,0,0
1995,Quebec,Pelagics,Herring,"6,425,746","1,301,483"
1995,Quebec,Pelagics,Mackerel,"3,382,287","1,041,643"
1995,Quebec,Pelagics,Other pelagic/finfish,"168,680","365,118"
1995,Quebec,Pelagics,Salmon,"41,789","235,755"
1995,Quebec,Pelagics,Shark,"1,284","1,248"
1995,Quebec,Pelagics,Silversides,0,0
1995,Quebec,Pelagics,Swordfish,0,0
1995,Quebec,Pelagics,Total pelagics,"10,358,892","4,293,784"
1995,Quebec,Pelagics,Tuna,0,0
1995,Quebec,Other,Marine plants,0,0
1995,Quebec,Other,Miscellaneous,"23,271","20,608"
1995,Quebec,Other,Total other,"23,271","20,608"
1995,Quebec,Groundfish,Cod,"488,178","655,775"
1995,Quebec,Groundfish,Flatfishes,"544,055","466,016"
1995,Quebec,Groundfish,Greenland turbot,"2,088,540","3,563,995"
1995,Quebec,Groundfish,Haddock,105,103
1995,Quebec,Groundfish,Hake,"9,447","5,620"
1995,Quebec,Groundfish,Halibut,"85,527","551,482"
1995,Quebec,Groundfish,Other groundfish,"156,873","65,432"
1995,Quebec,Groundfish,Pollock,184,118
1995,Quebec,Groundfish,Redfish spp.,"15,023","7,183"
1995,Quebec,Groundfish,Skate,"4,037","1,997"
1995,Quebec,Groundfish,Total groundfish,"3,391,969","5,317,721"
1995,Quebec,Grand total,Grand total,"47,772,321","177,274,683"
1996,Atlantic,Shellfish,Clams / quahaug,"30,616,065","33,205,878"
1996,Atlantic,Shellfish,"Crab, Other","5,873,357","4,590,627"
1996,Atlantic,Shellfish,"Crab, Queen","65,814,750","243,713,081"
1996,Atlantic,Shellfish,Lobster,"39,933,654","385,476,325"
1996,Atlantic,Shellfish,Other shellfish,"12,776,546","10,539,362"
1996,Atlantic,Shellfish,Scallop,"60,000,129","90,812,256"
1996,Atlantic,Shellfish,Sea cucumber,262,134
1996,Atlantic,Shellfish,Sea urchin,"3,799,868","8,528,004"
1996,Atlantic,Shellfish,Shrimp,"55,420,879","142,798,879"
1996,Atlantic,Shellfish,Total shellfish,"274,235,510","919,664,547"
1996,Atlantic,Pelagics,Alewife,"4,307,347","1,097,112"
1996,Atlantic,Pelagics,Capelin,"32,498,446","6,349,052"
1996,Atlantic,Pelagics,Eel,"485,054","4,375,863"
1996,Atlantic,Pelagics,Elvers,0,0
1996,Atlantic,Pelagics,Herring,"188,842,002","42,331,475"
1996,Atlantic,Pelagics,Mackerel,"21,027,374","9,691,395"
1996,Atlantic,Pelagics,Other pelagic/finfish,"1,588,404","1,744,225"
1996,Atlantic,Pelagics,Salmon,"81,989","485,600"
1996,Atlantic,Pelagics,Shark,"1,135,658","2,106,195"
1996,Atlantic,Pelagics,Silversides,"151,088","43,480"
1996,Atlantic,Pelagics,Swordfish,"741,279","6,418,324"
1996,Atlantic,Pelagics,Total pelagics,"251,780,254","89,273,689"
1996,Atlantic,Pelagics,Tuna,"921,613","14,630,968"
1996,Atlantic,Other,Marine plants,"24,332,305","2,392,543"
1996,Atlantic,Other,Miscellaneous,"7,547,497","5,955,589"
1996,Atlantic,Other,Total other,"31,879,802","8,348,132"
1996,Atlantic,Groundfish,Cod,"15,567,071","21,387,110"
1996,Atlantic,Groundfish,Flatfishes,"9,286,803","12,359,032"
1996,Atlantic,Groundfish,Greenland turbot,"14,635,550","24,449,540"
1996,Atlantic,Groundfish,Haddock,"10,309,774","16,435,356"
1996,Atlantic,Groundfish,Hake,"29,610,613","18,624,626"
1996,Atlantic,Groundfish,Halibut,"1,096,378","7,155,016"
1996,Atlantic,Groundfish,Other groundfish,"6,296,541","14,001,169"
1996,Atlantic,Groundfish,Pollock,"9,673,849","7,544,290"
1996,Atlantic,Groundfish,Redfish spp.,"21,404,236","8,433,873"
1996,Atlantic,Groundfish,Skate,"3,900,634","1,404,719"
1996,Atlantic,Groundfish,Total groundfish,"121,781,449","131,794,731"
1996,Atlantic,Grand total,Grand total,"679,677,015","1,149,081,099"
1996,British Columbia,Shellfish,Clams / quahaug,"3,283,483","40,124,617"
1996,British Columbia,Shellfish,"Crab, Other","5,085,518","24,194,650"
1996,British Columbia,Shellfish,"Crab, Queen",0,0
1996,British Columbia,Shellfish,Lobster,0,0
1996,British Columbia,Shellfish,Other shellfish,"1,370,252","2,474,627"
1996,British Columbia,Shellfish,Scallop,"113,623","555,963"
